entry,at,order
"-- starting hand #226 (id: awmz6yxkn6lg)  No Limit Texas Hold'em (dealer: ""HSJ @ FJqZyN7BjN"") --",2026-08-01T01:50:19.077Z,178554901907700
"-- ending hand #225 --",2026-08-01T01:50:16.125Z,178554901612502
"""HSJ @ FJqZyN7BjN"" collected 30 from pot",2026-08-01T01:50:16.125Z,178554901612501
"Uncalled bet of 1387 returned to ""HSJ @ FJqZyN7BjN""",2026-08-01T01:50:16.125Z,178554901612500
"""500 @ gpP9uUffpu"" folds",2026-08-01T01:50:15.301Z,178554901530100
"""HSJ @ FJqZyN7BjN"" bets 1387 and go all in",2026-08-01T01:50:03.378Z,178554900337800
"River: J♠, 2♠, K♠, 6♥ [5♥]",2026-08-01T01:50:00.368Z,178554900036800
"""500 @ gpP9uUffpu"" checks",2026-08-01T01:49:59.512Z,178554899951200
"""HSJ @ FJqZyN7BjN"" checks",2026-08-01T01:49:58.573Z,178554899857300
"Turn: J♠, 2♠, K♠ [6♥]",2026-08-01T01:49:57.169Z,178554899716900
"""500 @ gpP9uUffpu"" checks",2026-08-01T01:49:56.306Z,178554899630600
"""HSJ @ FJqZyN7BjN"" checks",2026-08-01T01:49:55.370Z,178554899537000
"Flop:  [J♠, 2♠, K♠]",2026-08-01T01:49:53.019Z,178554899301900
"""HSJ @ FJqZyN7BjN"" calls 15",2026-08-01T01:49:52.188Z,178554899218800
"""500 @ gpP9uUffpu"" raises to 15",2026-08-01T01:49:51.305Z,178554899130500
"""HSJ @ FJqZyN7BjN"" posts a big blind of 5",2026-08-01T01:49:48.563Z,178554898856305
"""500 @ gpP9uUffpu"" posts a small blind of 2",2026-08-01T01:49:48.563Z,178554898856304
"Player stacks: #1 ""500 @ gpP9uUffpu"" (4575) | #2 ""HSJ @ FJqZyN7BjN"" (1402)",2026-08-01T01:49:48.563Z,178554898856301
"-- starting hand #225 (id: jphlg58q8tvz)  No Limit Texas Hold'em (dealer: ""500 @ gpP9uUffpu"") --",2026-08-01T01:49:48.563Z,178554898856300
"Undealt cards:  [Q♥, K♥, Q♦, A♠, 8♠]",2026-08-01T01:49:42.816Z,178554898281600
"-- ending hand #224 --",2026-08-01T01:49:42.611Z,178554898261102
"""500 @ gpP9uUffpu"" collected 20 from pot",2026-08-01T01:49:42.611Z,178554898261101
"Uncalled bet of 20 returned to ""500 @ gpP9uUffpu""",2026-08-01T01:49:42.611Z,178554898261100
"""HSJ @ FJqZyN7BjN"" folds",2026-08-01T01:49:41.788Z,178554898178800
"""500 @ gpP9uUffpu"" raises to 30",2026-08-01T01:49:40.404Z,178554898040400
"""HSJ @ FJqZyN7BjN"" raises to 10",2026-08-01T01:49:38.586Z,178554897858600
"""500 @ gpP9uUffpu"" posts a big blind of 5",2026-08-01T01:49:37.458Z,178554897745805
"""HSJ @ FJqZyN7BjN"" posts a small blind of 2",2026-08-01T01:49:37.458Z,178554897745804
"Player stacks: #1 ""500 @ gpP9uUffpu"" (4565) | #2 ""HSJ @ FJqZyN7BjN"" (1412)",2026-08-01T01:49:37.458Z,178554897745801
"-- starting hand #224 (id: orfv5b16uvww)  No Limit Texas Hold'em (dealer: ""HSJ @ FJqZyN7BjN"") --",2026-08-01T01:49:37.458Z,178554897745800
"-- ending hand #223 --",2026-08-01T01:49:34.553Z,178554897455302
"""500 @ gpP9uUffpu"" collected 30 from pot",2026-08-01T01:49:34.553Z,178554897455301
"Uncalled bet of 5 returned to ""500 @ gpP9uUffpu""",2026-08-01T01:49:34.553Z,178554897455300
"""HSJ @ FJqZyN7BjN"" folds",2026-08-01T01:49:33.679Z,178554897367900
"""500 @ gpP9uUffpu"" bets 5",2026-08-01T01:49:31.649Z,178554897164900
"""HSJ @ FJqZyN7BjN"" checks",2026-08-01T01:49:29.825Z,178554896982500
"River: K♣, J♦, 9♥, 2♣ [Q♠]",2026-08-01T01:49:28.752Z,178554896875200
"""500 @ gpP9uUffpu"" checks",2026-08-01T01:49:27.939Z,178554896793900
"""HSJ @ FJqZyN7BjN"" checks",2026-08-01T01:49:27.041Z,178554896704100
"Turn: K♣, J♦, 9♥ [2♣]",2026-08-01T01:49:26.350Z,178554896635000
"""500 @ gpP9uUffpu"" checks",2026-08-01T01:49:25.488Z,178554896548800
"""HSJ @ FJqZyN7BjN"" checks",2026-08-01T01:49:24.597Z,178554896459700
"Flop:  [K♣, J♦, 9♥]",2026-08-01T01:49:23.200Z,178554896320000
"""HSJ @ FJqZyN7BjN"" calls 15",2026-08-01T01:49:22.369Z,178554896236900
"""500 @ gpP9uUffpu"" raises to 15",2026-08-01T01:49:21.481Z,178554896148100
